plot_row,plot_column,plant_id,SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,plot_id,Notes,x_of_y,plot_plan_tag,plot_plan_con,plot_plan_barcode,plot_plan_end
9 && 10 && 11 && 12,5,PI_641821,185,165,158,0.82,0.77,0.73,18,15,16,0.64674,0.034666,0.07285,0.21464,0.2223,,28.8256,35.5108,340661.942 && 340661.2475 && 340660.553 && 340659.859,3832665.33 && 3832665.565 && 3832665.8 && 3832666.035,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,SF-BE-r1-p0197 && SF-BE-r1-p0198 && SF-BE-r1-p0199 && SF-BE-r1-p0200,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0197 && BMS.SF-BE-r1-p0199 && PAN.SF-BE-r1-p0199 && LEF.SF-BE-r1-p0199,ANTHESIS && MATURITY
9 && 10 && 11 && 12,6,PI_253986,261,261,277,2.27,2.17,1.91,26,21,23,0.68841,0.051743,0.066978,0.11741,0.40257,,47.5716,55.9628,340663.4765 && 340662.782 && 340662.0875 && 340661.3925,3832669.665 && 3832669.895 && 3832670.13 && 3832670.365,PHOTOPERIOD_INSENSITIVE,Cellulosic,Syria,,SF-BE-r1-p0245 && SF-BE-r1-p0246 && SF-BE-r1-p0247 && SF-BE-r1-p0248,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0245 && BMS.SF-BE-r1-p0247 && PAN.SF-BE-r1-p0247 && LEF.SF-BE-r1-p0247,ANTHESIS && MATURITY
9 && 10 && 11 && 12,7,CHECK,234,194,240,0.84,0.62,0.57,48,46,39,0.50111,0.046226,0.069132,0.068229,0.28642,,37.3226,47.8291,340665.0195 && 340664.3245 && 340663.629 && 340662.9335,3832674.015 && 3832674.25 && 3832674.485 && 3832674.72,,,,,SF-BE-r1-p0293 && SF-BE-r1-p0294 && SF-BE-r1-p0295 && SF-BE-r1-p0296,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0293 && BMS.SF-BE-r1-p0295 && PAN.SF-BE-r1-p0295 && LEF.SF-BE-r1-p0295,ANTHESIS && MATURITY
9 && 10 && 11 && 12,8,PI_152651,,,,,,,,,,0.87729,0.033816,0.070819,0.13759,0.21827,,1.5927,8.2719,340666.605 && 340665.909 && 340665.213 && 340664.517,3832678.495 && 3832678.725 && 3832678.96 && 3832679.195,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,SF-BE-r1-p0341 && SF-BE-r1-p0342 && SF-BE-r1-p0343 && SF-BE-r1-p0344,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0341 && BMS.SF-BE-r1-p0343 && PAN.SF-BE-r1-p0343 && LEF.SF-BE-r1-p0343,ANTHESIS && MATURITY
9 && 10 && 11 && 12,9,PI_641815,183,184,157,0.73,0.62,0.60,23,24,25,0.64919,0.051326,0.071213,0.13172,0.23744,,25.1268,20.4903,340668.1325 && 340667.4355 && 340666.7385 && 340666.042,3832682.81 && 3832683.045 && 3832683.275 && 3832683.505,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0389 && SF-BE-r1-p0390 && SF-BE-r1-p0391 && SF-BE-r1-p0392,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0389 && BMS.SF-BE-r1-p0391 && PAN.SF-BE-r1-p0391 && LEF.SF-BE-r1-p0391,ANTHESIS && MATURITY
9 && 10 && 11 && 12,10,PI_651495,280,277,283,1.44,1.39,1.29,22,21,19,0.8344,0.030932,0.072141,0.239,0.27656,,40.0431,66.1361,340669.631 && 340668.9345 && 340668.238 && 340667.542,3832687.045 && 3832687.275 && 3832687.505 && 3832687.735,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0437 && SF-BE-r1-p0438 && SF-BE-r1-p0439 && SF-BE-r1-p0440,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0437 && BMS.SF-BE-r1-p0439 && PAN.SF-BE-r1-p0439 && LEF.SF-BE-r1-p0439,ANTHESIS && MATURITY
9 && 10 && 11 && 12,11,PI_226096,,,,,,,,,,0.26761,0.083572,0.04278,0.17523,0.42605,,4.9491,7.0847,340671.1235 && 340670.428 && 340669.7325 && 340669.0375,3832691.255 && 3832691.49 && 3832691.725 && 3832691.96,PHOTOPERIOD_INSENSITIVE,Cellulosic,Kenya,Bicolor,SF-BE-r1-p0485 && SF-BE-r1-p0486 && SF-BE-r1-p0487 && SF-BE-r1-p0488,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0485 && BMS.SF-BE-r1-p0487 && PAN.SF-BE-r1-p0487 && LEF.SF-BE-r1-p0487,ANTHESIS && MATURITY
9 && 10 && 11 && 12,12,PI_176766,,,,,,,,,,0.98345,0.036485,0.048191,0.1106,0.12995,,18.5259,10.304,340672.684 && 340671.988 && 340671.292 && 340670.5965,3832695.665 && 3832695.895 && 3832696.13 && 3832696.365,PHOTOPERIOD_INSENSITIVE,Cellulosic,Turkey,Bicolor,SF-BE-r1-p0533 && SF-BE-r1-p0534 && SF-BE-r1-p0535 && SF-BE-r1-p0536,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0533 && BMS.SF-BE-r1-p0535 && PAN.SF-BE-r1-p0535 && LEF.SF-BE-r1-p0535,ANTHESIS && MATURITY
9 && 10 && 11 && 12,13,PI_156890,216,187,197,0.65,0.60,0.54,17,15,16,0.7255,0.038988,0.070845,0.33778,0.49948,,43.8282,55.8551,340674.181 && 340673.4855 && 340672.79 && 340672.0945,3832699.89 && 3832700.125 && 3832700.36 && 3832700.595,PHOTOPERIOD_INSENSITIVE,Sweet,Zaire,,SF-BE-r1-p0581 && SF-BE-r1-p0582 && SF-BE-r1-p0583 && SF-BE-r1-p0584,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0581 && BMS.SF-BE-r1-p0583 && PAN.SF-BE-r1-p0583 && LEF.SF-BE-r1-p0583,ANTHESIS && MATURITY
9 && 10 && 11 && 12,14,PI_145633,202,207,217,0.52,0.44,0.40,23,22,26,0.17474,0.031989,0.039761,0.20033,0.39409,,36.2324,50.4997,340675.588 && 340674.894 && 340674.2 && 340673.506,3832703.86 && 3832704.1 && 3832704.34 && 3832704.58,PHOTOPERIOD_INSENSITIVE,Cellulosic,South Africa,,SF-BE-r1-p0629 && SF-BE-r1-p0630 && SF-BE-r1-p0631 && SF-BE-r1-p0632,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0629 && BMS.SF-BE-r1-p0631 && PAN.SF-BE-r1-p0631 && LEF.SF-BE-r1-p0631,ANTHESIS && MATURITY
9 && 10 && 11 && 12,15,ATLAS,250,245,249,1.27,1.22,1.15,21,20,18,0.86779,0.041555,0.073721,0.1075,0.31154,,54.3766,55.659,340677.138 && 340676.444 && 340675.7495 && 340675.055,3832708.24 && 3832708.48 && 3832708.72 && 3832708.96,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0677 && SF-BE-r1-p0678 && SF-BE-r1-p0679 && SF-BE-r1-p0680,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0677 && BMS.SF-BE-r1-p0679 && PAN.SF-BE-r1-p0679 && LEF.SF-BE-r1-p0679,ANTHESIS && MATURITY
9 && 10 && 11 && 12,16,PI_302252,239,253,233,0.69,0.64,0.58,23,23,19,0.99554,0.035159,0.070478,0.15244,0.25121,,35.4882,54.3778,340678.705 && 340678.009 && 340677.313 && 340676.617,3832712.665 && 3832712.9 && 3832713.135 && 3832713.37,PHOTOPERIOD_INSENSITIVE,Sweet,China,,SF-BE-r1-p0725 && SF-BE-r1-p0726 && SF-BE-r1-p0727 && SF-BE-r1-p0728,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0725 && BMS.SF-BE-r1-p0727 && PAN.SF-BE-r1-p0727 && LEF.SF-BE-r1-p0727,ANTHESIS && MATURITY
9 && 10 && 11 && 12,17,PI_145619,277,282,266,2.06,1.99,1.86,21,24,17,0.5345,0.11091,0.071832,0.29087,0.36212,,40.0831,26.5457,340680.249 && 340679.5525 && 340678.8555 && 340678.159,3832717.025 && 3832717.26 && 3832717.495 && 3832717.725,PHOTOPERIOD_INSENSITIVE,Sweet,South Africa,Caudatum,SF-BE-r1-p0773 && SF-BE-r1-p0774 && SF-BE-r1-p0775 && SF-BE-r1-p0776,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0773 && BMS.SF-BE-r1-p0775 && PAN.SF-BE-r1-p0775 && LEF.SF-BE-r1-p0775,ANTHESIS && MATURITY
9 && 10 && 11 && 12,18,PI_175919,210,217,219,1.06,0.92,0.90,21,24,27,0.39334,0.054127,0.059265,0.16265,0.40552,,27.8553,40.8237,340681.7595 && 340681.0625 && 340680.366 && 340679.6695,3832721.29 && 3832721.525 && 3832721.76 && 3832721.995,PHOTOPERIOD_INSENSITIVE,Sweet,Turkey,Caudatum-bicolor,SF-BE-r1-p0821 && SF-BE-r1-p0822 && SF-BE-r1-p0823 && SF-BE-r1-p0824,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0821 && BMS.SF-BE-r1-p0823 && PAN.SF-BE-r1-p0823 && LEF.SF-BE-r1-p0823,ANTHESIS && MATURITY
9 && 10 && 11 && 12,19,PI_540518,102,105,121,0.37,0.29,0.22,25,27,22,0.16982,0.040416,0.056135,0.21016,0.19436,,16.297,20.9951,340683.2615 && 340682.565 && 340681.8685 && 340681.172,3832725.53 && 3832725.765 && 3832726.0 && 3832726.24,PHOTOPERIOD_INSENSITIVE,Cellulosic,Botswana,,SF-BE-r1-p0869 && SF-BE-r1-p0870 && SF-BE-r1-p0871 && SF-BE-r1-p0872,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0869 && BMS.SF-BE-r1-p0871 && PAN.SF-BE-r1-p0871 && LEF.SF-BE-r1-p0871,ANTHESIS && MATURITY
9 && 10 && 11 && 12,20,PI_655981,213,220,231,0.33,0.27,0.23,23,22,26,0.58217,0.041258,0.051304,0.25958,0.33318,,39.1512,45.7622,340684.8355 && 340684.1385 && 340683.4415 && 340682.7445,3832729.975 && 3832730.21 && 3832730.445 && 3832730.68,PHOTOPERIOD_INSENSITIVE,Cellulosic,Mali,,SF-BE-r1-p0917 && SF-BE-r1-p0918 && SF-BE-r1-p0919 && SF-BE-r1-p0920,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0917 && BMS.SF-BE-r1-p0919 && PAN.SF-BE-r1-p0919 && LEF.SF-BE-r1-p0919,ANTHESIS && MATURITY
9 && 10 && 11 && 12,21,PI_642998,,,,,,,,,,0.60195,0.032663,0.051941,0.064164,0.20201,,8.8521,12.6167,340686.411 && 340685.713 && 340685.0155 && 340684.318,3832734.425 && 3832734.655 && 3832734.89 && 3832735.125,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,SF-BE-r1-p0965 && SF-BE-r1-p0966 && SF-BE-r1-p0967 && SF-BE-r1-p0968,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0965 && BMS.SF-BE-r1-p0967 && PAN.SF-BE-r1-p0967 && LEF.SF-BE-r1-p0967,ANTHESIS && MATURITY
9 && 10 && 11 && 12,22,PI_196598,209,195,192,0.68,0.62,0.55,18,19,21,0.47049,0.059579,0.071761,0.19077,0.2909,,32.1591,41.0956,340687.932 && 340687.2335 && 340686.535 && 340685.837,3832738.72 && 3832738.955 && 3832739.185 && 3832739.415,PHOTOPERIOD_INSENSITIVE,GRAIN,,,SF-BE-r1-p1013 && SF-BE-r1-p1014 && SF-BE-r1-p1015 && SF-BE-r1-p1016,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1013 && BMS.SF-BE-r1-p1015 && PAN.SF-BE-r1-p1015 && LEF.SF-BE-r1-p1015,ANTHESIS && MATURITY
9 && 10 && 11 && 12,23,PI_651493,289,288,268,1.77,1.74,1.56,13,14,13,0.86737,0.047166,0.079687,0.18578,0.36702,,43.1993,66.3592,340689.4385 && 340688.741 && 340688.0435 && 340687.346,3832742.975 && 3832743.205 && 3832743.44 && 3832743.675,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p1061 && SF-BE-r1-p1062 && SF-BE-r1-p1063 && SF-BE-r1-p1064,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1061 && BMS.SF-BE-r1-p1063 && PAN.SF-BE-r1-p1063 && LEF.SF-BE-r1-p1063,ANTHESIS && MATURITY
9 && 10 && 11 && 12,24,PI_63715,231,228,226,1.14,1.05,1.03,20,21,20,0.46809,0.064895,0.05793,0.2003,0.52249,,50.1306,30.1191,340690.988 && 340690.29 && 340689.592 && 340688.894,3832747.35 && 3832747.585 && 3832747.815 && 3832748.05,PHOTOPERIOD_INSENSITIVE,Sweet,China,Kafir,SF-BE-r1-p1109 && SF-BE-r1-p1110 && SF-BE-r1-p1111 && SF-BE-r1-p1112,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1109 && BMS.SF-BE-r1-p1111 && PAN.SF-BE-r1-p1111 && LEF.SF-BE-r1-p1111,ANTHESIS && MATURITY
9 && 10 && 11 && 12,25,PI_144134,247,239,233,0.62,0.55,0.48,24,24,21,0.1412,0.030391,0.062472,0.24318,0.56304,,51.751,47.4452,340692.519 && 340691.821 && 340691.1225 && 340690.424,3832751.675 && 3832751.905 && 3832752.14 && 3832752.375,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p1157 && SF-BE-r1-p1158 && SF-BE-r1-p1159 && SF-BE-r1-p1160,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1157 && BMS.SF-BE-r1-p1159 && PAN.SF-BE-r1-p1159 && LEF.SF-BE-r1-p1159,ANTHESIS && MATURITY
9 && 10 && 11 && 12,26,PI_566819,316,295,305,1.41,1.37,1.27,19,17,22,0.96949,0.035632,0.067071,0.20584,0.38235,,45.9913,50.3622,340694.031 && 340693.3335 && 340692.636 && 340691.938,3832755.945 && 3832756.18 && 3832756.415 && 3832756.645,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p1205 && SF-BE-r1-p1206 && SF-BE-r1-p1207 && SF-BE-r1-p1208,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1205 && BMS.SF-BE-r1-p1207 && PAN.SF-BE-r1-p1207 && LEF.SF-BE-r1-p1207,ANTHESIS && MATURITY
9 && 10 && 11 && 12,27,Check,230,225,216,0.61,0.46,0.39,40,42,40,0.45467,0.090598,0.05056,0.18347,0.39427,,41.8499,33.7837,340695.5665 && 340694.868 && 340694.17 && 340693.472,3832760.28 && 3832760.515 && 3832760.745 && 3832760.98,,,,,SF-BE-r1-p1253 && SF-BE-r1-p1254 && SF-BE-r1-p1255 && SF-BE-r1-p1256,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1253 && BMS.SF-BE-r1-p1255 && PAN.SF-BE-r1-p1255 && LEF.SF-BE-r1-p1255,ANTHESIS && MATURITY
9 && 10 && 11 && 12,28,PI_655983,218,209,214,0.75,0.74,0.72,21,21,21,0.88498,0.040487,0.083953,0.14699,0.32456,,49.5177,35.5236,340697.0445 && 340696.347 && 340695.649 && 340694.9515,3832764.45 && 3832764.69 && 3832764.925 && 3832765.16,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p1301 && SF-BE-r1-p1302 && SF-BE-r1-p1303 && SF-BE-r1-p1304,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1301 && BMS.SF-BE-r1-p1303 && PAN.SF-BE-r1-p1303 && LEF.SF-BE-r1-p1303,ANTHESIS && MATURITY
9 && 10 && 11 && 12,29,PI_147224,212,204,210,0.98,0.93,0.87,9,10,9,0.42702,,0.060458,0.20722,0.50909,,43.3954,40.2109,340698.492 && 340697.7955 && 340697.099 && 340696.403,3832768.815 && 3832769.045 && 3832769.275 && 3832769.505,PHOTOPERIOD_INSENSITIVE,Sweet,India,,SF-BE-r1-p1349 && SF-BE-r1-p1350 && SF-BE-r1-p1351 && SF-BE-r1-p1352,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1349 && BMS.SF-BE-r1-p1351 && PAN.SF-BE-r1-p1351 && LEF.SF-BE-r1-p1351,ANTHESIS && MATURITY
9 && 10 && 11 && 12,30,PI_152771,217,206,218,1.21,,1.07,,,,0.058314,,0.081422,0.12734,0.47827,,54.2879,53.7337,340699.98 && 340699.284 && 340698.5885 && 340697.893,3832773.005 && 3832773.24 && 3832773.475 && 3832773.705,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,SF-BE-r1-p1397 && SF-BE-r1-p1398 && SF-BE-r1-p1399 && SF-BE-r1-p1400,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1397 && BMS.SF-BE-r1-p1399 && PAN.SF-BE-r1-p1399 && LEF.SF-BE-r1-p1399,ANTHESIS && MATURITY
9 && 10 && 11 && 12,31,PI_641810,198,194,200,0.84,0.74,0.68,22,22,21,,,0.060558,,,,59.5525,36.1614,340701.4515 && 340700.757 && 340700.0625 && 340699.3675,3832777.16 && 3832777.395 && 3832777.63 && 3832777.865,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p1445 && SF-BE-r1-p1446 && SF-BE-r1-p1447 && SF-BE-r1-p1448,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1445 && BMS.SF-BE-r1-p1447 && PAN.SF-BE-r1-p1447 && LEF.SF-BE-r1-p1447,ANTHESIS && MATURITY
9 && 10 && 11 && 12,32,PI_221548,196,199,214,0.87,,0.74,,,,,,0.033785,,,,56.0422,44.3496,340702.9695 && 340702.275 && 340701.5805 && 340700.8855,3832781.44 && 3832781.675 && 3832781.91 && 3832782.15,PHOTOPERIOD_INSENSITIVE,Sweet,Nigeria,Kafir,SF-BE-r1-p1493 && SF-BE-r1-p1494 && SF-BE-r1-p1495 && SF-BE-r1-p1496,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1493 && BMS.SF-BE-r1-p1495 && PAN.SF-BE-r1-p1495 && LEF.SF-BE-r1-p1495,ANTHESIS && MATURITY
13 && 14 && 15 && 16,1,PI_196586,165,174,165,0.65,0.61,0.54,13,20,18,0.015795,0.072084,0.064667,0.13222,0.17583,,12.9474,36.3572,340652.984 && 340652.2935 && 340651.619 && 340650.9285,3832649.635 && 3832649.86 && 3832649.685 && 3832649.915,PHOTOPERIOD_INSENSITIVE,Sweet,,Guinea-kafir,SF-BE-r1-p0009 && SF-BE-r1-p0010 && SF-BE-r1-p0011 && SF-BE-r1-p0012,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0009 && BMS.SF-BE-r1-p0011 && PAN.SF-BE-r1-p0011 && LEF.SF-BE-r1-p0011,ANTHESIS && MATURITY
13 && 14 && 15 && 16,2,PI_569244,230,245,225,0.51,0.50,0.42,20,19,15,0.38652,0.02969,0.063836,0.19031,0.3785,,15.541,5.2661,340654.4585 && 340653.769 && 340653.1155 && 340652.4265,3832653.795 && 3832654.025 && 3832653.91 && 3832654.145,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,Durra-caudatum,SF-BE-r1-p0057 && SF-BE-r1-p0058 && SF-BE-r1-p0059 && SF-BE-r1-p0060,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0057 && BMS.SF-BE-r1-p0059 && PAN.SF-BE-r1-p0059 && LEF.SF-BE-r1-p0059,ANTHESIS && MATURITY
13 && 14 && 15 && 16,3,PI_213900,,,,,,,,,,0.18437,0.037576,0.042598,0.1752,0.4121,,1.6899,14.321,340655.9975 && 340655.308 && 340654.659 && 340653.9695,3832658.14 && 3832658.37 && 3832658.265 && 3832658.495,PHOTOPERIOD_INSENSITIVE,Cellulosic,Kenya,Bicolor,SF-BE-r1-p0105 && SF-BE-r1-p0106 && SF-BE-r1-p0107 && SF-BE-r1-p0108,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0105 && BMS.SF-BE-r1-p0107 && PAN.SF-BE-r1-p0107 && LEF.SF-BE-r1-p0107,ANTHESIS && MATURITY
13 && 14 && 15 && 16,4,PI_146890,259,231,260,0.87,0.86,0.82,24,24,20,0.99964,0.029945,0.049009,0.18023,0.29541,,11.2405,21.7888,340657.614 && 340656.9195 && 340656.2625 && 340655.5675,3832662.52 && 3832662.755 && 3832662.465 && 3832662.695,PHOTOPERIOD_INSENSITIVE,Sweet,Zaire,,SF-BE-r1-p0153 && SF-BE-r1-p0154 && SF-BE-r1-p0155 && SF-BE-r1-p0156,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0153 && BMS.SF-BE-r1-p0155 && PAN.SF-BE-r1-p0155 && LEF.SF-BE-r1-p0155,ANTHESIS && MATURITY
13 && 14 && 15 && 16,5,PI_641836,183,181,194,0.65,0.56,0.50,22,23,23,0.5424,0.027277,0.062011,0.21019,0.273,,11.1299,14.4496,340659.1365 && 340658.4425 && 340657.777 && 340657.083,3832666.815 && 3832667.05 && 3832666.74 && 3832666.98,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0201 && SF-BE-r1-p0202 && SF-BE-r1-p0203 && SF-BE-r1-p0204,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0201 && BMS.SF-BE-r1-p0203 && PAN.SF-BE-r1-p0203 && LEF.SF-BE-r1-p0203,ANTHESIS && MATURITY
13 && 14 && 15 && 16,6,PI_181080,,,,,,,,,,0.75137,0.032668,0.066646,0.10909,0.29414,,3.3164,13.2762,340660.6205 && 340659.9255 && 340659.308 && 340658.6135,3832671.01 && 3832671.245 && 3832671.07 && 3832671.305,PHOTOPERIOD_INSENSITIVE,Cellulosic,India,,SF-BE-r1-p0249 && SF-BE-r1-p0250 && SF-BE-r1-p0251 && SF-BE-r1-p0252,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0249 && BMS.SF-BE-r1-p0251 && PAN.SF-BE-r1-p0251 && LEF.SF-BE-r1-p0251,ANTHESIS && MATURITY
13 && 14 && 15 && 16,7,PI_535785,187,182,197,1.03,0.95,0.83,16,18,19,0.51593,0.061824,0.060006,0.20256,0.25606,,18.3233,22.3514,340662.192 && 340661.497 && 340660.8485 && 340660.1535,3832675.45 && 3832675.68 && 3832675.42 && 3832675.655,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0297 && SF-BE-r1-p0298 && SF-BE-r1-p0299 && SF-BE-r1-p0300,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0297 && BMS.SF-BE-r1-p0299 && PAN.SF-BE-r1-p0299 && LEF.SF-BE-r1-p0299,ANTHESIS && MATURITY
13 && 14 && 15 && 16,8,PI_641829,200,208,221,0.63,0.56,0.52,28,28,30,0.64914,0.09627,0.043152,0.18522,0.26421,,9.349,6.8432,340663.791 && 340663.0955 && 340662.43 && 340661.734,3832679.965 && 3832680.195 && 3832679.885 && 3832680.12,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0345 && SF-BE-r1-p0346 && SF-BE-r1-p0347 && SF-BE-r1-p0348,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0345 && BMS.SF-BE-r1-p0347 && PAN.SF-BE-r1-p0347 && LEF.SF-BE-r1-p0347,ANTHESIS && MATURITY
13 && 14 && 15 && 16,9,PI_535795,175,175,150,0.52,0.44,0.40,22,24,21,0.06853,0.12239,0.068398,0.18758,0.22243,,1.5526,15.411,340665.2915 && 340664.5945 && 340663.9515 && 340663.255,3832684.205 && 3832684.435 && 3832684.195 && 3832684.425,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0393 && SF-BE-r1-p0394 && SF-BE-r1-p0395 && SF-BE-r1-p0396,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0393 && BMS.SF-BE-r1-p0395 && PAN.SF-BE-r1-p0395 && LEF.SF-BE-r1-p0395,ANTHESIS && MATURITY
