row,range,plant_id,SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,ADF,AD_ICP,Adj_CP,aNDFom,Ash,Crude_protein,DCAD,Dry_Matter,EE_Fat,Lignin,NEG_OARDC,NEL3x_ADF,NEL3x_OARDC,NEM_OARDC,NFC,SPCP,Starch,TDN_OARDC,WSC_Sugar,Cellulose,Hemicellulose,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,SF16h_HGT_120_MEAN,SF16h_HGT_120_STD,SF16h_PAN_120_MEAN,SF16h_PAN_120_STD,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,plot_id,Notes,x_of_y,plot_plan_tag,plot_plan_con,plot_plan_barcode,plot_plan_end
9 && 10 && 11 && 12,9,PI_641815,183,184,157,0.73,0.62,0.60,23,24,25,29.2,0.62,5.94,53.94,3.04,5.67,15.81,92.23,0.79,4.49,37.4,70.12,66.03,63.69,39.29,18.21,1.1,65.43,31.81,24.71,26.22,0.64919,0.051326,0.071213,0.13172,0.23744,,25.1268,20.4903,174.666666667,12.4988888395,24.0,0.816496580928,340668.1325 && 340667.4355 && 340666.7385 && 340666.042,3832682.81 && 3832683.045 && 3832683.275 && 3832683.505,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0389 && SF-BE-r1-p0390 && SF-BE-r1-p0391 && SF-BE-r1-p0392,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0389 && BMS.SF-BE-r1-p0391 && PAN.SF-BE-r1-p0391 && LEF.SF-BE-r1-p0391,ANTHESIS && MATURITY
9 && 10 && 11 && 12,10,PI_651495,280,277,283,1.44,1.39,1.29,22,21,19,29.89,0.56,5.84,52.57,2.45,5.1,13.17,93.05,0.94,4.53,37.7,68.49,66.37,63.96,38.83,38.41,1.26,65.16,34.69,25.36,23.9,0.8344,0.030932,0.072141,0.239,0.27656,,40.0431,66.1361,280.0,2.44948974278,20.6666666667,1.24721912892,340669.631 && 340668.9345 && 340668.238 && 340667.542,3832687.045 && 3832687.275 && 3832687.505 && 3832687.735,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0437 && SF-BE-r1-p0438 && SF-BE-r1-p0439 && SF-BE-r1-p0440,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0437 && BMS.SF-BE-r1-p0439 && PAN.SF-BE-r1-p0439 && LEF.SF-BE-r1-p0439,ANTHESIS && MATURITY
9 && 10 && 11 && 12,13,PI_156890,216,187,197,0.65,0.60,0.54,17,15,16,32.84,0.5,8.42,55.64,3.24,7.38,26.85,91.95,0.87,5.76,32.99,67.85,61.39,58.39,32.77,75.27,0.9,62.34,20.14,27.08,24.04,0.7255,0.038988,0.070845,0.33778,0.49948,,43.8282,55.8551,200.0,12.0277457018,16.0,0.816496580928,340674.181 && 340673.4855 && 340672.79 && 340672.0945,3832699.89 && 3832700.125 && 3832700.36 && 3832700.595,PHOTOPERIOD_INSENSITIVE,Sweet,Zaire,,SF-BE-r1-p0581 && SF-BE-r1-p0582 && SF-BE-r1-p0583 && SF-BE-r1-p0584,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0581 && BMS.SF-BE-r1-p0583 && PAN.SF-BE-r1-p0583 && LEF.SF-BE-r1-p0583,ANTHESIS && MATURITY
9 && 10 && 11 && 12,14,PI_145633,202,207,217,0.52,0.44,0.40,23,22,26,40.01,0.58,7.91,67.52,2.56,5.71,27.59,92.92,0.9,6.29,28.05,66.9,57.58,51.85,22.76,23.96,0.55,62,13.48,33.72,28.46,0.17474,0.031989,0.039761,0.20033,0.39409,,36.2324,50.4997,208.666666667,6.23609564462,23.6666666667,1.6996731712,340675.588 && 340674.894 && 340674.2 && 340673.506,3832703.86 && 3832704.1 && 3832704.34 && 3832704.58,PHOTOPERIOD_INSENSITIVE,Cellulosic,South Africa,,SF-BE-r1-p0629 && SF-BE-r1-p0630 && SF-BE-r1-p0631 && SF-BE-r1-p0632,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0629 && BMS.SF-BE-r1-p0631 && PAN.SF-BE-r1-p0631 && LEF.SF-BE-r1-p0631,ANTHESIS && MATURITY
9 && 10 && 11 && 12,15,ATLAS,250,245,249,1.27,1.22,1.15,21,20,18,39.14,0.7,7.17,66.3,3.32,4,18.11,91.96,0.95,5.96,28.53,70.77,57.86,53.31,25.6,-16.52,0.47,62.31,16.7,33.18,28.72,0.86779,0.041555,0.073721,0.1075,0.31154,,54.3766,55.659,248.0,2.16024689947,19.6666666667,1.24721912892,340677.138 && 340676.444 && 340675.7495 && 340675.055,3832708.24 && 3832708.48 && 3832708.72 && 3832708.96,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0677 && SF-BE-r1-p0678 && SF-BE-r1-p0679 && SF-BE-r1-p0680,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0677 && BMS.SF-BE-r1-p0679 && PAN.SF-BE-r1-p0679 && LEF.SF-BE-r1-p0679,ANTHESIS && MATURITY
9 && 10 && 11 && 12,16,PI_302252,239,253,233,0.69,0.64,0.58,23,23,19,38.46,0.6,5.65,62.14,2.36,6.29,16.65,91.99,0.89,6.25,31.53,64.12,59.46,54.38,26.32,55.55,0.99,61.35,18.89,32.21,25.68,0.99554,0.035159,0.070478,0.15244,0.25121,,35.4882,54.3778,241.666666667,8.37987005998,21.6666666667,1.88561808316,340678.705 && 340678.009 && 340677.313 && 340676.617,3832712.665 && 3832712.9 && 3832713.135 && 3832713.37,PHOTOPERIOD_INSENSITIVE,Sweet,China,,SF-BE-r1-p0725 && SF-BE-r1-p0726 && SF-BE-r1-p0727 && SF-BE-r1-p0728,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0725 && BMS.SF-BE-r1-p0727 && PAN.SF-BE-r1-p0727 && LEF.SF-BE-r1-p0727,ANTHESIS && MATURITY
9 && 10 && 11 && 12,17,PI_145619,277,282,266,2.06,1.99,1.86,21,24,17,34.25,0.61,8.8,60.31,3.75,7.66,22.94,91.67,0.9,5.97,31.26,65.13,59.67,56.69,27.75,65.63,0.72,61.4,18.91,28.28,27.88,0.5345,0.11091,0.071832,0.29087,0.36212,,40.0831,26.5457,275.0,6.68331255192,20.6666666667,2.86744175568,340680.249 && 340679.5525 && 340678.8555 && 340678.159,3832717.025 && 3832717.26 && 3832717.495 && 3832717.725,PHOTOPERIOD_INSENSITIVE,Sweet,South Africa,Caudatum,SF-BE-r1-p0773 && SF-BE-r1-p0774 && SF-BE-r1-p0775 && SF-BE-r1-p0776,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0773 && BMS.SF-BE-r1-p0775 && PAN.SF-BE-r1-p0775 && LEF.SF-BE-r1-p0775,ANTHESIS && MATURITY
9 && 10 && 11 && 12,18,PI_175919,210,217,219,1.06,0.92,0.90,21,24,27,26.15,0.51,4.73,48.09,2.01,3.72,22.2,90.93,0.8,4.87,39.33,70.66,66.58,64.77,39.92,18.25,1.17,69.48,32.3,21.28,24.7,0.39334,0.054127,0.059265,0.16265,0.40552,,27.8553,40.8237,215.333333333,3.85861230093,24.0,2.44948974278,340681.7595 && 340681.0625 && 340680.366 && 340679.6695,3832721.29 && 3832721.525 && 3832721.76 && 3832721.995,PHOTOPERIOD_INSENSITIVE,Sweet,Turkey,Caudatum-bicolor,SF-BE-r1-p0821 && SF-BE-r1-p0822 && SF-BE-r1-p0823 && SF-BE-r1-p0824,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0821 && BMS.SF-BE-r1-p0823 && PAN.SF-BE-r1-p0823 && LEF.SF-BE-r1-p0823,ANTHESIS && MATURITY
9 && 10 && 11 && 12,19,PI_540518,102,105,121,0.37,0.29,0.22,25,27,22,41.38,0.74,13.53,67.3,0.66,9.64,12.03,91.4,1.02,4,35.94,80.35,62.25,60.67,18.24,50.16,0.52,72.41,13.03,37.38,28.1,0.16982,0.040416,0.056135,0.21016,0.19436,,16.297,20.9951,109.333333333,8.33999733546,24.6666666667,2.05480466766,340683.2615 && 340682.565 && 340681.8685 && 340681.172,3832725.53 && 3832725.765 && 3832726.0 && 3832726.24,PHOTOPERIOD_INSENSITIVE,Cellulosic,Botswana,,SF-BE-r1-p0869 && SF-BE-r1-p0870 && SF-BE-r1-p0871 && SF-BE-r1-p0872,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0869 && BMS.SF-BE-r1-p0871 && PAN.SF-BE-r1-p0871 && LEF.SF-BE-r1-p0871,ANTHESIS && MATURITY
9 && 10 && 11 && 12,20,PI_655981,213,220,231,0.33,0.27,0.23,23,22,26,39.87,0.66,7.63,66.68,1.97,5.57,18.48,91.84,0.88,6.09,29.91,64.93,59.34,54.89,24.91,20.45,0.53,60.95,18.32,33.78,28.26,0.58217,0.041258,0.051304,0.25958,0.33318,,39.1512,45.7622,221.333333333,7.4087035903,23.6666666667,1.6996731712,340684.8355 && 340684.1385 && 340683.4415 && 340682.7445,3832729.975 && 3832730.21 && 3832730.445 && 3832730.68,PHOTOPERIOD_INSENSITIVE,Cellulosic,Mali,,SF-BE-r1-p0917 && SF-BE-r1-p0918 && SF-BE-r1-p0919 && SF-BE-r1-p0920,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0917 && BMS.SF-BE-r1-p0919 && PAN.SF-BE-r1-p0919 && LEF.SF-BE-r1-p0919,ANTHESIS && MATURITY
9 && 10 && 11 && 12,22,PI_196598,209,195,192,0.68,0.62,0.55,18,19,21,41.12,0.69,7.85,68.19,2.9,5.7,23.52,92.05,0.92,6.3,27.51,67.71,57.13,51.33,20.96,10.65,0.45,61.27,13.57,34.82,28.35,0.47049,0.059579,0.071761,0.19077,0.2909,,32.1591,41.0956,198.666666667,7.4087035903,19.3333333333,1.24721912892,340687.932 && 340687.2335 && 340686.535 && 340685.837,3832738.72 && 3832738.955 && 3832739.185 && 3832739.415,PHOTOPERIOD_INSENSITIVE,GRAIN,,,SF-BE-r1-p1013 && SF-BE-r1-p1014 && SF-BE-r1-p1015 && SF-BE-r1-p1016,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1013 && BMS.SF-BE-r1-p1015 && PAN.SF-BE-r1-p1015 && LEF.SF-BE-r1-p1015,ANTHESIS && MATURITY
9 && 10 && 11 && 12,23,PI_651493,289,288,268,1.77,1.74,1.56,13,14,13,31.41,0.54,6.77,56.46,1.48,4.88,19.18,91.44,0.8,6.51,34.8,67.85,62.43,58.94,34.82,29.84,0.83,66.52,26.46,24.9,25.91,0.86737,0.047166,0.079687,0.18578,0.36702,,43.1993,66.3592,281.666666667,9.6724120857,13.3333333333,0.471404520791,340689.4385 && 340688.741 && 340688.0435 && 340687.346,3832742.975 && 3832743.205 && 3832743.44 && 3832743.675,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p1061 && SF-BE-r1-p1062 && SF-BE-r1-p1063 && SF-BE-r1-p1064,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1061 && BMS.SF-BE-r1-p1063 && PAN.SF-BE-r1-p1063 && LEF.SF-BE-r1-p1063,ANTHESIS && MATURITY
9 && 10 && 11 && 12,24,PI_63715,231,228,226,1.14,1.05,1.03,20,21,20,31.49,0.68,5.41,55.82,2.49,4.69,16.56,91.83,0.84,4,36.32,71.61,65.55,62.96,39.14,-0.46,0.77,64.13,30.65,27.49,26.37,0.46809,0.064895,0.05793,0.2003,0.52249,,50.1306,30.1191,228.333333333,2.05480466766,20.3333333333,0.471404520791,340690.988 && 340690.29 && 340689.592 && 340688.894,3832747.35 && 3832747.585 && 3832747.815 && 3832748.05,PHOTOPERIOD_INSENSITIVE,Sweet,China,Kafir,SF-BE-r1-p1109 && SF-BE-r1-p1110 && SF-BE-r1-p1111 && SF-BE-r1-p1112,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1109 && BMS.SF-BE-r1-p1111 && PAN.SF-BE-r1-p1111 && LEF.SF-BE-r1-p1111,ANTHESIS && MATURITY
9 && 10 && 11 && 12,25,PI_144134,247,239,233,0.62,0.55,0.48,24,24,21,36.18,0.6,5.65,59.22,2.84,5.04,19.25,91.9,0.89,5.98,31.46,67.19,59.95,56.68,32.24,33.13,0.62,61.61,21.66,30.2,25.78,0.1412,0.030391,0.062472,0.24318,0.56304,,51.751,47.4452,239.666666667,5.73488351136,23.0,1.41421356237,340692.519 && 340691.821 && 340691.1225 && 340690.424,3832751.675 && 3832751.905 && 3832752.14 && 3832752.375,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p1157 && SF-BE-r1-p1158 && SF-BE-r1-p1159 && SF-BE-r1-p1160,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1157 && BMS.SF-BE-r1-p1159 && PAN.SF-BE-r1-p1159 && LEF.SF-BE-r1-p1159,ANTHESIS && MATURITY
9 && 10 && 11 && 12,26,PI_566819,316,295,305,1.41,1.37,1.27,19,17,22,33.64,0.56,5.11,56.02,1.66,3.48,12.62,93.47,0.82,4.98,36.09,67.4,65.21,62.45,38.35,21.86,0.68,63.57,31.71,28.66,22.42,0.96949,0.035632,0.067071,0.20584,0.38235,,45.9913,50.3622,305.333333333,8.57645355351,19.3333333333,2.05480466766,340694.031 && 340693.3335 && 340692.636 && 340691.938,3832755.945 && 3832756.18 && 3832756.415 && 3832756.645,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p1205 && SF-BE-r1-p1206 && SF-BE-r1-p1207 && SF-BE-r1-p1208,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1205 && BMS.SF-BE-r1-p1207 && PAN.SF-BE-r1-p1207 && LEF.SF-BE-r1-p1207,ANTHESIS && MATURITY
9 && 10 && 11 && 12,27,Check,230,225,216,0.61,0.46,0.39,40,42,40,47.14,0.8,6.57,75,3.32,3.37,24.56,92.5,0.99,7.38,20.98,68.89,52.23,44.06,16.19,-37.53,-0.14,56.7,7.7,39.76,29.35,0.45467,0.090598,0.05056,0.18347,0.39427,,41.8499,33.7837,223.666666667,5.79271573233,40.6666666667,0.942809041582,340695.5665 && 340694.868 && 340694.17 && 340693.472,3832760.28 && 3832760.515 && 3832760.745 && 3832760.98,,,,,SF-BE-r1-p1253 && SF-BE-r1-p1254 && SF-BE-r1-p1255 && SF-BE-r1-p1256,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1253 && BMS.SF-BE-r1-p1255 && PAN.SF-BE-r1-p1255 && LEF.SF-BE-r1-p1255,ANTHESIS && MATURITY
9 && 10 && 11 && 12,28,PI_655983,218,209,214,0.75,0.74,0.72,21,21,21,33.19,0.64,7.98,58.62,2.57,5.26,17.61,91.49,0.85,5.37,33.98,70.19,62.03,59.86,31.27,9.49,0.98,65.82,24.15,27.82,27.1,0.88498,0.040487,0.083953,0.14699,0.32456,,49.5177,35.5236,213.666666667,3.68178700573,21.0,0.0,340697.0445 && 340696.347 && 340695.649 && 340694.9515,3832764.45 && 3832764.69 && 3832764.925 && 3832765.16,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p1301 && SF-BE-r1-p1302 && SF-BE-r1-p1303 && SF-BE-r1-p1304,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1301 && BMS.SF-BE-r1-p1303 && PAN.SF-BE-r1-p1303 && LEF.SF-BE-r1-p1303,ANTHESIS && MATURITY
9 && 10 && 11 && 12,29,PI_147224,212,204,210,0.98,0.93,0.87,9,10,9,28.27,0.53,8.03,52.02,2.47,8.01,21.56,92.67,0.84,4.85,37.88,69.83,65.73,64.68,37.9,81.91,1.22,64.7,26.33,23.42,26.22,0.42702,,0.060458,0.20722,0.50909,,43.3954,40.2109,208.666666667,3.3993463424,9.33333333333,0.471404520791,340698.492 && 340697.7955 && 340697.099 && 340696.403,3832768.815 && 3832769.045 && 3832769.275 && 3832769.505,PHOTOPERIOD_INSENSITIVE,Sweet,India,,SF-BE-r1-p1349 && SF-BE-r1-p1350 && SF-BE-r1-p1351 && SF-BE-r1-p1352,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1349 && BMS.SF-BE-r1-p1351 && PAN.SF-BE-r1-p1351 && LEF.SF-BE-r1-p1351,ANTHESIS && MATURITY
9 && 10 && 11 && 12,30,PI_152771,217,206,218,1.21,,1.07,,,,33.21,0.54,6.48,59.12,1.83,4.47,28.19,91.08,0.85,5.54,34.25,70.88,62.68,58.42,32.65,6.04,0.33,67.62,23.45,27.67,26.31,0.058314,,0.081422,0.12734,0.47827,,54.2879,53.7337,213.666666667,5.43650214343,,,340699.98 && 340699.284 && 340698.5885 && 340697.893,3832773.005 && 3832773.24 && 3832773.475 && 3832773.705,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,SF-BE-r1-p1397 && SF-BE-r1-p1398 && SF-BE-r1-p1399 && SF-BE-r1-p1400,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1397 && BMS.SF-BE-r1-p1399 && PAN.SF-BE-r1-p1399 && LEF.SF-BE-r1-p1399,ANTHESIS && MATURITY
9 && 10 && 11 && 12,31,PI_641810,198,194,200,0.84,0.74,0.68,22,22,21,30.69,0.56,4.81,56.75,2.85,3.2,28.79,91.5,0.81,5.29,34.68,66.48,63.07,59.63,35.05,-0.2,0.73,64.31,25.69,25.4,26.55,,,0.060558,,,,59.5525,36.1614,197.333333333,2.49443825785,21.6666666667,0.471404520791,340701.4515 && 340700.757 && 340700.0625 && 340699.3675,3832777.16 && 3832777.395 && 3832777.63 && 3832777.865,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p1445 && SF-BE-r1-p1446 && SF-BE-r1-p1447 && SF-BE-r1-p1448,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1445 && BMS.SF-BE-r1-p1447 && PAN.SF-BE-r1-p1447 && LEF.SF-BE-r1-p1447,ANTHESIS && MATURITY
9 && 10 && 11 && 12,32,PI_221548,196,199,214,0.87,,0.74,,,,33.21,0.56,6.64,58.87,2.99,5.38,23.23,91.65,0.83,6.9,31.11,65.81,59.78,56.23,33.09,39.08,0.66,61.74,21.58,26.31,27,,,0.033785,,,,56.0422,44.3496,203.0,7.87400787401,,,340702.9695 && 340702.275 && 340701.5805 && 340700.8855,3832781.44 && 3832781.675 && 3832781.91 && 3832782.15,PHOTOPERIOD_INSENSITIVE,Sweet,Nigeria,Kafir,SF-BE-r1-p1493 && SF-BE-r1-p1494 && SF-BE-r1-p1495 && SF-BE-r1-p1496,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1493 && BMS.SF-BE-r1-p1495 && PAN.SF-BE-r1-p1495 && LEF.SF-BE-r1-p1495,ANTHESIS && MATURITY
13 && 14 && 15 && 16,1,PI_196586,165,174,165,0.65,0.61,0.54,13,20,18,31.57,0.59,6.79,56.91,2.25,5.85,22.74,91.14,0.84,5.02,36.21,66.6,63.95,61.84,32.57,41.5,0.9,65.41,26.17,26.55,26.61,0.015795,0.072084,0.064667,0.13222,0.17583,,12.9474,36.3572,168.0,4.24264068712,17.0,2.94392028878,340652.984 && 340652.2935 && 340651.619 && 340650.9285,3832649.635 && 3832649.86 && 3832649.685 && 3832649.915,PHOTOPERIOD_INSENSITIVE,Sweet,,Guinea-kafir,SF-BE-r1-p0009 && SF-BE-r1-p0010 && SF-BE-r1-p0011 && SF-BE-r1-p0012,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0009 && BMS.SF-BE-r1-p0011 && PAN.SF-BE-r1-p0011 && LEF.SF-BE-r1-p0011,ANTHESIS && MATURITY
13 && 14 && 15 && 16,2,PI_569244,230,245,225,0.51,0.50,0.42,20,19,15,33.5,0.49,6.1,59.82,2.4,5.78,24.64,91.74,0.83,5.56,33.76,66.48,62.4,58.78,31.83,54.97,0.63,64.2,20.34,27.94,27.54,0.38652,0.02969,0.063836,0.19031,0.3785,,15.541,5.2661,233.333333333,8.49836585599,18.0,2.16024689947,340654.4585 && 340653.769 && 340653.1155 && 340652.4265,3832653.795 && 3832654.025 && 3832653.91 && 3832654.145,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,Durra-caudatum,SF-BE-r1-p0057 && SF-BE-r1-p0058 && SF-BE-r1-p0059 && SF-BE-r1-p0060,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0057 && BMS.SF-BE-r1-p0059 && PAN.SF-BE-r1-p0059 && LEF.SF-BE-r1-p0059,ANTHESIS && MATURITY
13 && 14 && 15 && 16,4,PI_146890,259,231,260,0.87,0.86,0.82,24,24,20,28.71,0.51,6.96,53.25,2.62,6.21,24.62,91.61,0.82,5.73,35.41,69.4,63.39,61.45,35.78,56.87,1.16,66.43,24.79,22.98,25.8,0.99964,0.029945,0.049009,0.18023,0.29541,,11.2405,21.7888,250.0,13.4412301024,22.6666666667,1.88561808316,340657.614 && 340656.9195 && 340656.2625 && 340655.5675,3832662.52 && 3832662.755 && 3832662.465 && 3832662.695,PHOTOPERIOD_INSENSITIVE,Sweet,Zaire,,SF-BE-r1-p0153 && SF-BE-r1-p0154 && SF-BE-r1-p0155 && SF-BE-r1-p0156,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0153 && BMS.SF-BE-r1-p0155 && PAN.SF-BE-r1-p0155 && LEF.SF-BE-r1-p0155,ANTHESIS && MATURITY
13 && 14 && 15 && 16,5,PI_641836,183,181,194,0.65,0.56,0.50,22,23,23,27.13,0.52,5.12,50.2,3.04,3.38,29.6,91.6,0.78,4.58,36.94,70.23,65.09,62.76,39.01,7.37,1.11,66.19,26.81,22.55,25.73,0.5424,0.027277,0.062011,0.21019,0.273,,11.1299,14.4496,186.0,5.71547606649,22.6666666667,0.471404520791,340659.1365 && 340658.4425 && 340657.777 && 340657.083,3832666.815 && 3832667.05 && 3832666.74 && 3832666.98,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0201 && SF-BE-r1-p0202 && SF-BE-r1-p0203 && SF-BE-r1-p0204,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0201 && BMS.SF-BE-r1-p0203 && PAN.SF-BE-r1-p0203 && LEF.SF-BE-r1-p0203,ANTHESIS && MATURITY
13 && 14 && 15 && 16,7,PI_535785,187,182,197,1.03,0.95,0.83,16,18,19,28.5,0.49,3,49.19,2.44,4.03,19.85,90.75,0.78,5.35,38.06,68.83,65.73,62.1,38.25,46.39,1.07,67.33,31.28,23.15,24.26,0.51593,0.061824,0.060006,0.20256,0.25606,,18.3233,22.3514,188.666666667,6.23609564462,17.6666666667,1.24721912892,340662.192 && 340661.497 && 340660.8485 && 340660.1535,3832675.45 && 3832675.68 && 3832675.42 && 3832675.655,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0297 && SF-BE-r1-p0298 && SF-BE-r1-p0299 && SF-BE-r1-p0300,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0297 && BMS.SF-BE-r1-p0299 && PAN.SF-BE-r1-p0299 && LEF.SF-BE-r1-p0299,ANTHESIS && MATURITY
13 && 14 && 15 && 16,8,PI_641829,200,208,221,0.63,0.56,0.52,28,28,30,34.77,0.64,3.69,56.09,2.86,6.77,16.65,90.42,0.89,5.31,37.15,74.01,62.98,58.22,28.88,46.11,1.31,68.02,24.2,29.46,23.53,0.64914,0.09627,0.043152,0.18522,0.26421,,9.349,6.8432,209.666666667,8.65383665716,28.6666666667,0.942809041582,340663.791 && 340663.0955 && 340662.43 && 340661.734,3832679.965 && 3832680.195 && 3832679.885 && 3832680.12,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0345 && SF-BE-r1-p0346 && SF-BE-r1-p0347 && SF-BE-r1-p0348,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0345 && BMS.SF-BE-r1-p0347 && PAN.SF-BE-r1-p0347 && LEF.SF-BE-r1-p0347,ANTHESIS && MATURITY
13 && 14 && 15 && 16,9,PI_535795,175,175,150,0.52,0.44,0.40,22,24,21,33.38,0.63,6.09,59.7,3.41,3.11,28.41,91.25,0.88,5.58,32.09,72.93,60.64,56.9,32.62,-20.7,0.46,65.4,22.72,27.8,26.97,0.06853,0.12239,0.068398,0.18758,0.22243,,1.5526,15.411,166.666666667,11.7851130198,22.3333333333,1.24721912892,340665.2915 && 340664.5945 && 340663.9515 && 340663.255,3832684.205 && 3832684.435 && 3832684.195 && 3832684.425,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r1-p0393 && SF-BE-r1-p0394 && SF-BE-r1-p0395 && SF-BE-r1-p0396,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0393 && BMS.SF-BE-r1-p0395 && PAN.SF-BE-r1-p0395 && LEF.SF-BE-r1-p0395,ANTHESIS && MATURITY
